"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
7.02,194.49433289617815,80,5000
7.03,194.62648940490018,80,5000
7.04,194.9272899710487,80,5000
7.05,194.71943834611326,80,5000
7.06,195.27453382209882,80,5000
7.07,195.83331760221108,80,5000
7.08,194.4812853427117,80,5000
7.09,194.08851882482531,80,5000
7.1,195.19533622292852,80,5000
7.11,195.79304605315156,80,5000
7.12,194.60592277223188,80,5000
7.13,194.2989247637629,80,5000
7.14,194.1000379703872,80,5000
7.15,195.228381497866,80,5000
7.16,194.668548245849,80,5000
7.17,195.38767337477938,80,5000
7.18,194.68880173782443,80,5000
7.19,196.13017620265913,80,5000
7.2,195.27142091427578,80,5000
7.21,194.03761647418864,80,5000
7.22,194.9945273076945,80,5000
7.23,194.45452631352302,80,5000
7.24,195.2365850486917,80,5000
7.25,194.2767986820385,80,5000
7.26,195.089968969013,80,5000
7.27,194.59913784977138,80,5000
7.28,195.0856578296662,80,5000
7.29,194.81497212927258,80,5000
7.3,194.57418645617412,80,5000
7.31,194.8661318087427,80,5000
7.32,195.84999512917187,80,5000
7.33,194.2428023612312,80,5000
7.34,193.96955949239515,80,5000
7.35,194.63502164096812,80,5000
7.36,195.7127254740888,80,5000
7.37,195.04321107776906,80,5000
7.38,194.83329582302244,80,5000
7.39,194.79878469378144,80,5000
7.4,194.9931425491559,80,5000
7.41,194.4911921095219,80,5000
7.42,195.15727181861865,80,5000
7.43,194.8428877998723,80,5000
7.44,194.6278092893486,80,5000
7.45,195.40124132370818,80,5000
7.46,195.04919020663124,80,5000
7.47,194.65837357546414,80,5000
7.48,195.1677143338913,80,5000
7.49,195.24712452929137,80,5000
7.5,194.86068700691214,80,5000
7.51,195.75346466380054,80,5000
7.52,195.29446862431584,80,5000
7.53,194.85020434984426,80,5000
7.54,195.37597107411392,80,5000
7.55,194.63056758686724,80,5000
7.56,195.26391272474805,80,5000
7.57,194.92958767517516,80,5000
7.58,194.1358910484007,80,5000
7.59,194.6748730399858,80,5000
7.6,195.01176086088546,80,5000
7.61,194.5977430086081,80,5000
7.62,195.29312137646974,80,5000
7.63,194.8015469136341,80,5000
7.64,195.11151454639742,80,5000
7.65,193.90023248438038,80,5000
7.66,194.24715270340195,80,5000
7.67,194.27657499718148,80,5000
7.68,194.5081512018927,80,5000
7.69,194.69243691500984,80,5000
7.7,194.44969216613524,80,5000
7.71,195.41960168825574,80,5000
7.72,195.83048428644605,80,5000
7.73,195.15561233588437,80,5000
7.74,195.6938843082753,80,5000
7.75,195.02199094348848,80,5000
7.76,195.2222848793982,80,5000
7.77,195.00725489160206,80,5000
7.78,194.01968362096247,80,5000
7.79,195.36970568333618,80,5000
7.8,195.04714818714382,80,5000
7.81,194.53478633679453,80,5000
7.82,195.41834869393628,80,5000
7.83,196.00088505855177,80,5000
7.84,194.8537164612439,80,5000
7.85,194.88481244200054,80,5000
7.86,195.05214392267985,80,5000
7.87,194.52053280721958,80,5000
7.88,194.48029261795608,80,5000
7.89,194.27174290860202,80,5000
7.9,194.180601694781,80,5000
7.91,195.32471998794855,80,5000
7.92,195.69238680291969,80,5000
7.93,195.11180222363757,80,5000
7.94,195.04900029737541,80,5000
7.95,195.5773125143759,80,5000
7.96,195.3307504348536,80,5000
7.97,195.56464967480537,80,5000
7.98,194.3522207254833,80,5000
7.99,195.49838189763184,80,5000
8,194.90481541305408,80,5000
8.01,194.96302219592312,80,5000
8.02,195.3384945858408,80,5000
8.03,194.76617168547287,80,5000
